start time,end time,Unnamed: 11,viewer feeling of youtuber's style ,describe how to make it,duration,boat restaurant,casual restaurant,fine restaurant,home,other,street restaurant,bag,bottle,bowl,box,clay bot,cup,glass,hand,hands-on,no,other_container,plastic glass,plate,pot,tray
-1.022799359690797,-0.8375892974689407,2.0112075846686825,4,1,0.36564699748708007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5273266822772511,-0.29726376694638057,2.718469053119086,4,1,0.5596047753850942,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.15319425239355328,-0.29726376694638057,0.2430539135426739,5,0,-0.4190003767367047,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.045668931058142,0.3197943832953597,0.5966846477678756,5,1,0.7623788159148364,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7197814173350752,0.8057676415168339,0.2430539135426739,4,1,0.3391982095918963,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.2792947809449295,1.4516005241532668,0.5966846477678756,5,0,0.6565836643341013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8590315191430922,2.0526727119535115,1.303946116218279,5,1,0.797643866441748,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.634260878361565,2.845576449051706,4.840253458470295,5,1,0.9563365938128506,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8273067386704864,-1.0390124242317886,0.5966846477678756,3,1,-0.7011207809519981,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7497838027486391,-0.9303078796296167,-0.1105768206825278,4,0,-0.604141892002991,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.21723493858986193,-0.2365171096686963,0.2430539135426739,3,1,-0.0839823967310438,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.48384204713814855,0.1823151062984953,-0.1105768206825278,3,1,-0.7628346193740936,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5276593587461492,0.22068141615808537,-1.1714690233581329,3,0,-0.7716508820058214,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6321467941190738,0.3485691156900523,-1.1714690233581329,3,0,-0.6923045183202702,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.7868599894938704,-1.0326180392551902,-1.1714690233581329,3,0,-0.7892834072692773,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.7632660524741778,-0.9207163021647192,0.5966846477678756,3,0,-0.5424280535808955,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6520374922384838,-0.8791527998168299,-1.1714690233581329,3,0,-0.718753306215454,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.1711041066717223,-0.8567724523987358,2.718469053119086,3,0,0.7006649774927409,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.1711041066717223,-0.8567724523987358,0.9503153819930773,3,0,0.7006649774927409,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6419258049443298,-0.8567724523987358,-1.1714690233581329,3,0,-0.6834882556885422,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6318141176501758,-0.8567724523987358,-1.1714690233581329,3,0,-0.709937043583726,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7261898657289464,-0.620180208264597,-0.1105768206825278,5,1,0.18932174485252168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.08578300376585996,-0.15019291248461863,1.6575768504434807,5,1,-0.18977754831177882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17712086588214396,0.2718364959708721,2.0112075846686825,5,1,0.28630063380152876,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.1882895952975436,0.8920918387009116,0.2430539135426739,4,1,-0.6482232051616306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2927770306704682,1.4484033316649676,2.364838318893884,5,1,0.6125023511754618,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.1306573574951062,-1.1253366214158662,0.5966846477678756,4,1,-0.14569623515313923,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7565249276114084,-0.5018840861975277,2.718469053119086,4,1,0.5948698259120059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.1700470645504766,-0.14699571999631947,1.303946116218279,4,1,0.03944528011314706,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4096896736476859,0.23347018611128204,-0.46420755490772947,4,1,-0.4278166393684326,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5782177952169192,0.4125129654560357,-0.46420755490772947,4,0,-0.3749190635780651,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8310099775707691,0.6043445147539861,-1.1714690233581329,4,0,-0.5071630030539839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.9995380991400024,1.0007963833030835,-0.1105768206825278,4,1,0.1452404316938821,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.215254094748621,1.0327683081860752,1.303946116218279,4,1,-0.33083775041942554,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.4916402141221636,1.3013324772032056,0.2430539135426739,4,1,-0.31320522515596966,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.909589955613862,1.7009815382406024,2.364838318893884,4,1,-0.30438896252424175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0261699221221816,-0.9814629594424035,1.6575768504434807,3,1,-0.02226855830894837,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6351846800815605,-0.6489549406592896,-0.46420755490772947,4,0,-0.12806370988968338,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.3958747474532492,-0.5722223209401094,-1.1714690233581329,3,0,-0.5424280535808955,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0059465475338736,-0.7192931754018713,0.9503153819930773,4,1,0.6477674017023735,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.3453163109824792,-0.18536202985590955,-0.1105768206825278,3,1,0.3920957853822638,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.16026805372522063,0.0768077541846226,1.303946116218279,3,1,-0.20741007357523467,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4872126095695332,0.3677522706198473,-1.1714690233581329,3,0,-0.2603076493656022,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7635987289430758,0.6427108246135761,-0.46420755490772947,3,0,-0.2250425988386905,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.184586356397261,1.637037688474619,4.132991990019892,4,0,7.6126148807674285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06252174321506533,-0.06706590778884017,-1.1714690233581329,4,0,-0.34847027568288136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.3453163109824792,-0.2525030721101922,0.5966846477678756,4,1,0.2069542701159775,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06589230564645,0.09599090911441763,-0.8178382891329312,4,0,0.09234285590351457,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6119234195307658,0.4604708527805233,-1.1714690233581329,3,0,-0.33083775041942554,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6119234195307658,0.4604708527805233,-1.1714690233581329,2,0,-0.33083775041942554,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6591112935701512,0.4604708527805233,-0.8178382891329312,3,0,-0.4542654272636164,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8579744770218465,0.6491052095901745,-1.1714690233581329,3,0,-0.4542654272636164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0093171099652583,-0.9303078796296167,0.5966846477678756,4,0,0.07471033064005873,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6891136789837151,-0.9303078796296167,-1.1714690233581329,4,0,-0.7628346193740936,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6149613054932525,-0.8248005275157441,-1.1714690233581329,3,0,-0.6658557304250864,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5273266822772511,-0.37719357915385987,0.2430539135426739,4,0,0.3391982095918963,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8947179872981798,-0.859969644887035,-1.1714690233581329,3,0,-0.03108482094067629,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4632859960809425,-0.5242644336156218,-1.1714690233581329,4,0,-0.23385886147041843,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0362816094163356,-0.9654769970009076,1.6575768504434807,4,0,0.04826154274487498,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6082201806304831,-0.3899823491070566,0.2430539135426739,5,1,0.5155234622264546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.025112880000935974,0.19830106873999115,0.2430539135426739,4,0,0.6125023511754618,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2141970526273753,0.19830106873999115,-0.8178382891329312,4,0,-0.013452295677220453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2411615520784526,0.19830106873999115,0.9503153819930773,4,0,-0.0839823967310438,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5883294825110732,0.6139360922188836,0.5966846477678756,5,0,0.15405669432561,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6860757930212285,0.6139360922188836,0.2430539135426739,5,0,-0.10161492199449963,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
